Name,Types,Stats
Tyrunt,Rock|Dragon,hp:58|atk:89|def:77|spa:45|spd:45|spe:48
Tyrantrum,Rock|Dragon,hp:82|atk:121|def:119|spa:69|spd:59|spe:71
Amaura,Rock|Ice,hp:77|atk:59|def:50|spa:67|spd:63|spe:46
Aurorus,Rock|Ice,hp:123|atk:77|def:72|spa:99|spd:92|spe:58
Sylveon,Fairy,hp:95|atk:65|def:65|spa:110|spd:130|spe:60
Hawlucha,Fighting|Flying,hp:78|atk:92|def:75|spa:74|spd:63|spe:118
Dedenne,Electric|Fairy,hp:67|atk:58|def:57|spa:81|spd:67|spe:101
Carbink,Rock|Fairy,hp:50|atk:50|def:150|spa:50|spd:150|spe:50
Goomy,Dragon,hp:45|atk:50|def:35|spa:55|spd:75|spe:40
Sliggoo,Dragon,hp:68|atk:75|def:53|spa:83|spd:113|spe:60
Goodra,Dragon,hp:90|atk:100|def:70|spa:110|spd:150|spe:80
Klefki,Steel|Fairy,hp:57|atk:80|def:91|spa:80|spd:87|spe:75
Phantump,Ghost|Grass,hp:43|atk:70|def:48|spa:50|spd:60|spe:38
Trevenant,Ghost|Grass,hp:85|atk:110|def:76|spa:65|spd:82|spe:56
Pumpkaboo,Ghost|Grass,hp:49|atk:66|def:70|spa:44|spd:55|spe:51
Gourgeist,Ghost|Grass,hp:65|atk:90|def:122|spa:58|spd:75|spe:84
Bergmite,Ice,hp:55|atk:69|def:85|spa:32|spd:35|spe:28
Avalugg,Ice,hp:95|atk:117|def:184|spa:44|spd:46|spe:28
Noibat,Flying|Dragon,hp:40|atk:30|def:35|spa:45|spd:40|spe:55
Noivern,Flying|Dragon,hp:85|atk:70|def:80|spa:97|spd:80|spe:123
Xerneas,Fairy,hp:126|atk:131|def:95|spa:131|spd:98|spe:99
Yveltal,Dark|Flying,hp:126|atk:131|def:95|spa:131|spd:98|spe:99
Zygarde,Dragon|Ground,hp:108|atk:100|def:121|spa:81|spd:95|spe:95
Diancie,Rock|Fairy,hp:50|atk:100|def:150|spa:100|spd:150|spe:50
Hoopa,Psychic|Ghost,hp:80|atk:110|def:60|spa:150|spd:130|spe:70
Volcanion,Fire|Water,hp:80|atk:110|def:120|spa:130|spd:90|spe:70
Rowlet,Grass|Flying,hp:68|atk:55|def:55|spa:50|spd:50|spe:42
Dartrix,Grass|Flying,hp:78|atk:75|def:75|spa:70|spd:70|spe:52
Decidueye,Grass|Ghost,hp:78|atk:107|def:75|spa:100|spd:100|spe:70
Litten,Fire,hp:45|atk:65|def:40|spa:60|spd:40|spe:70
Torracat,Fire,hp:65|atk:85|def:50|spa:80|spd:50|spe:90
Incineroar,Fire|Dark,hp:95|atk:115|def:90|spa:80|spd:90|spe:60
Popplio,Water,hp:50|atk:54|def:54|spa:66|spd:56|spe:40
Brionne,Water,hp:60|atk:69|def:69|spa:91|spd:81|spe:50
Primarina,Water|Fairy,hp:80|atk:74|def:74|spa:126|spd:116|spe:60
Pikipek,Normal|Flying,hp:35|atk:75|def:30|spa:30|spd:30|spe:65
Trumbeak,Normal|Flying,hp:55|atk:85|def:50|spa:40|spd:50|spe:75
Toucannon,Normal|Flying,hp:80|atk:120|def:75|spa:75|spd:75|spe:60
Yungoos,Normal,hp:48|atk:70|def:30|spa:30|spd:30|spe:45
Gumshoos,Normal,hp:88|atk:110|def:60|spa:55|spd:60|spe:45
Grubbin,Bug,hp:47|atk:62|def:45|spa:55|spd:45|spe:46
Charjabug,Bug|Electric,hp:57|atk:82|def:95|spa:55|spd:75|spe:36
Vikavolt,Bug|Electric,hp:77|atk:70|def:90|spa:145|spd:75|spe:43
Crabrawler,Fighting,hp:47|atk:82|def:57|spa:42|spd:47|spe:63
Crabominable,Fighting|Ice,hp:97|atk:132|def:77|spa:62|spd:67|spe:43
Oricorio,Fire|Flying,hp:75|atk:70|def:70|spa:98|spd:70|spe:93
Cutiefly,Bug|Fairy,hp:40|atk:45|def:40|spa:55|spd:40|spe:84
Ribombee,Bug|Fairy,hp:60|atk:55|def:60|spa:95|spd:70|spe:124
Rockruff,Rock,hp:45|atk:65|def:40|spa:30|spd:40|spe:60
Lycanroc,Rock,hp:75|atk:115|def:65|spa:55|spd:65|spe:112
Wishiwashi,Water,hp:45|atk:20|def:20|spa:25|spd:25|spe:40
Mareanie,Poison|Water,hp:50|atk:53|def:62|spa:43|spd:52|spe:45
Toxapex,Poison|Water,hp:50|atk:63|def:152|spa:53|spd:142|spe:35
Mudbray,Ground,hp:70|atk:100|def:70|spa:45|spd:55|spe:45
Mudsdale,Ground,hp:100|atk:125|def:100|spa:55|spd:85|spe:35
Dewpider,Water|Bug,hp:38|atk:40|def:52|spa:40|spd:72|spe:27
Araquanid,Water|Bug,hp:68|atk:70|def:92|spa:50|spd:132|spe:42
Fomantis,Grass,hp:40|atk:55|def:35|spa:50|spd:35|spe:35
Lurantis,Grass,hp:70|atk:105|def:90|spa:80|spd:90|spe:45
Morelull,Grass|Fairy,hp:40|atk:35|def:55|spa:65|spd:75|spe:15
Shiinotic,Grass|Fairy,hp:60|atk:45|def:80|spa:90|spd:100|spe:30
Salandit,Poison|Fire,hp:48|atk:44|def:40|spa:71|spd:40|spe:77
Salazzle,Poison|Fire,hp:68|atk:64|def:60|spa:111|spd:60|spe:117
Stufful,Normal|Fighting,hp:70|atk:75|def:50|spa:45|spd:50|spe:50
Bewear,Normal|Fighting,hp:120|atk:125|def:80|spa:55|spd:60|spe:60
Bounsweet,Grass,hp:42|atk:30|def:38|spa:30|spd:38|spe:32
Steenee,Grass,hp:52|atk:40|def:48|spa:40|spd:48|spe:62
Tsareena,Grass,hp:72|atk:120|def:98|spa:50|spd:98|spe:72
Comfey,Fairy,hp:51|atk:52|def:90|spa:82|spd:110|spe:100
Oranguru,Normal|Psychic,hp:90|atk:60|def:80|spa:90|spd:110|spe:60
Passimian,Fighting,hp:100|atk:120|def:90|spa:40|spd:60|spe:80
Wimpod,Bug|Water,hp:25|atk:35|def:40|spa:20|spd:30|spe:80
Golisopod,Bug|Water,hp:75|atk:125|def:140|spa:60|spd:90|spe:40
Sandygast,Ghost|Ground,hp:55|atk:55|def:80|spa:70|spd:45|spe:15
Palossand,Ghost|Ground,hp:85|atk:75|def:110|spa:100|spd:75|spe:35
Pyukumuku,Water,hp:55|atk:60|def:130|spa:30|spd:130|spe:5
Silvally,Normal,hp:95|atk:95|def:95|spa:95|spd:95|spe:95
Minior,Rock|Flying,hp:60|atk:100|def:60|spa:100|spd:60|spe:120
Komala,Normal,hp:65|atk:115|def:65|spa:75|spd:95|spe:65
Turtonator,Fire|Dragon,hp:60|atk:78|def:135|spa:91|spd:85|spe:36
Togedemaru,Electric|Steel,hp:65|atk:98|def:63|spa:40|spd:73|spe:96
Mimikyu,Ghost|Fairy,hp:55|atk:90|def:80|spa:50|spd:105|spe:96
Bruxish,Water|Psychic,hp:68|atk:105|def:70|spa:70|spd:70|spe:92
Drampa,Normal|Dragon,hp:78|atk:60|def:85|spa:135|spd:91|spe:36
Dhelmise,Ghost|Grass,hp:70|atk:131|def:100|spa:86|spd:90|spe:40
Cosmog,Psychic,hp:43|atk:29|def:31|spa:29|spd:31|spe:37
Cosmoem,Psychic,hp:43|atk:29|def:131|spa:29|spd:131|spe:37
Solgaleo,Psychic|Steel,hp:137|atk:137|def:107|spa:113|spd:89|spe:97
Lunala,Psychic|Ghost,hp:137|atk:113|def:89|spa:137|spd:107|spe:97
Nihilego,Rock|Poison,hp:109|atk:53|def:47|spa:127|spd:131|spe:103
Buzzwole,Bug|Fighting,hp:107|atk:139|def:139|spa:53|spd:53|spe:79
Pheromosa,Bug|Fighting,hp:71|atk:137|def:37|spa:137|spd:37|spe:151
Xurkitree,Electric,hp:83|atk:89|def:71|spa:173|spd:71|spe:83
Celesteela,Steel|Flying,hp:97|atk:101|def:103|spa:107|spd:101|spe:61
Kartana,Grass|Steel,hp:59|atk:181|def:131|spa:59|spd:31|spe:109
Guzzlord,Dark|Dragon,hp:223|atk:101|def:53|spa:97|spd:53|spe:43
Necrozma,Psychic,hp:97|atk:107|def:101|spa:127|spd:89|spe:79
Magearna,Steel|Fairy,hp:80|atk:95|def:115|spa:130|spd:115|spe:65
Marshadow,Fighting|Ghost,hp:90|atk:125|def:80|spa:90|spd:90|spe:125
Poipole,Poison,hp:67|atk:73|def:67|spa:73|spd:67|spe:73
Naganadel,Poison|Dragon,hp:73|atk:73|def:73|spa:127|spd:73|spe:121
Stakataka,Rock|Steel,hp:61|atk:131|def:211|spa:53|spd:101|spe:13
Blacephalon,Fire|Ghost,hp:53|atk:127|def:53|spa:151|spd:79|spe:107
Zeraora,Electric,hp:88|atk:112|def:75|spa:102|spd:80|spe:143
Meltan,Steel,hp:46|atk:65|def:65|spa:55|spd:35|spe:34
Melmetal,Steel,hp:135|atk:143|def:143|spa:80|spd:65|spe:34
Grookey,Grass,hp:50|atk:65|def:50|spa:40|spd:40|spe:65
Thwackey,Grass,hp:70|atk:85|def:70|spa:55|spd:60|spe:80
Rillaboom,Grass,hp:100|atk:125|def:90|spa:60|spd:70|spe:85
Scorbunny,Fire,hp:50|atk:71|def:40|spa:40|spd:40|spe:69
Raboot,Fire,hp:65|atk:86|def:60|spa:55|spd:60|spe:94
Cinderace,Fire,hp:80|atk:116|def:75|spa:65|spd:75|spe:119
Sobble,Water,hp:50|atk:40|def:40|spa:70|spd:40|spe:70
Drizzile,Water,hp:65|atk:60|def:55|spa:95|spd:55|spe:90
Inteleon,Water,hp:70|atk:85|def:65|spa:125|spd:65|spe:120
Skwovet,Normal,hp:70|atk:55|def:55|spa:35|spd:35|spe:25
Greedent,Normal,hp:120|atk:95|def:95|spa:55|spd:75|spe:20
Rookidee,Flying,hp:38|atk:47|def:35|spa:33|spd:35|spe:57
Corvisquire,Flying,hp:68|atk:67|def:55|spa:43|spd:55|spe:77
Corviknight,Flying|Steel,hp:98|atk:87|def:105|spa:53|spd:85|spe:67
Blipbug,Bug,hp:25|atk:20|def:20|spa:25|spd:45|spe:45
Dottler,Bug|Psychic,hp:50|atk:35|def:80|spa:50|spd:90|spe:30
Orbeetle,Bug|Psychic,hp:60|atk:45|def:110|spa:80|spd:120|spe:90
Nickit,Dark,hp:40|atk:28|def:28|spa:47|spd:52|spe:50
Thievul,Dark,hp:70|atk:58|def:58|spa:87|spd:92|spe:90
Gossifleur,Grass,hp:40|atk:40|def:60|spa:40|spd:60|spe:10
Eldegoss,Grass,hp:60|atk:50|def:90|spa:80|spd:120|spe:60
Wooloo,Normal,hp:42|atk:40|def:55|spa:40|spd:45|spe:48
Dubwool,Normal,hp:72|atk:80|def:100|spa:60|spd:90|spe:88
Chewtle,Water,hp:50|atk:64|def:50|spa:38|spd:38|spe:44
Drednaw,Water|Rock,hp:90|atk:115|def:90|spa:48|spd:68|spe:74
Yamper,Electric,hp:59|atk:45|def:50|spa:40|spd:50|spe:26
Boltund,Electric,hp:69|atk:90|def:60|spa:90|spd:60|spe:121
Rolycoly,Rock,hp:30|atk:40|def:50|spa:40|spd:50|spe:30
Carkol,Rock|Fire,hp:80|atk:60|def:90|spa:60|spd:70|spe:50
Coalossal,Rock|Fire,hp:110|atk:80|def:120|spa:80|spd:90|spe:30
Applin,Grass|Dragon,hp:40|atk:40|def:80|spa:40|spd:40|spe:20
Flapple,Grass|Dragon,hp:70|atk:110|def:80|spa:95|spd:60|spe:70
Appletun,Grass|Dragon,hp:110|atk:85|def:80|spa:100|spd:80|spe:30
Silicobra,Ground,hp:52|atk:57|def:75|spa:35|spd:50|spe:46
Sandaconda,Ground,hp:72|atk:107|def:125|spa:65|spd:70|spe:71
Cramorant,Flying|Water,hp:70|atk:85|def:55|spa:85|spd:95|spe:85
Arrokuda,Water,hp:41|atk:63|def:40|spa:40|spd:30|spe:66
Barraskewda,Water,hp:61|atk:123|def:60|spa:60|spd:50|spe:136
Toxel,Electric|Poison,hp:40|atk:38|def:35|spa:54|spd:35|spe:40
Toxtricity,Electric|Poison,hp:75|atk:98|def:70|spa:114|spd:70|spe:75
Sizzlipede,Fire|Bug,hp:50|atk:65|def:45|spa:50|spd:50|spe:45
Centiskorch,Fire|Bug,hp:100|atk:115|def:65|spa:90|spd:90|spe:65
Clobbopus,Fighting,hp:50|atk:68|def:60|spa:50|spd:50|spe:32
Grapploct,Fighting,hp:80|atk:118|def:90|spa:70|spd:80|spe:42
Sinistea,Ghost,hp:40|atk:45|def:45|spa:74|spd:54|spe:50
Polteageist,Ghost,hp:60|atk:65|def:65|spa:134|spd:114|spe:70
Hatenna,Psychic,hp:42|atk:30|def:45|spa:56|spd:53|spe:39
Hattrem,Psychic,hp:57|atk:40|def:65|spa:86|spd:73|spe:49
Hatterene,Psychic|Fairy,hp:57|atk:90|def:95|spa:136|spd:103|spe:29
Impidimp,Dark|Fairy,hp:45|atk:45|def:30|spa:55|spd:40|spe:50
Morgrem,Dark|Fairy,hp:65|atk:60|def:45|spa:75|spd:55|spe:70
Grimmsnarl,Dark|Fairy,hp:95|atk:120|def:65|spa:95|spd:75|spe:60
Obstagoon,Dark|Normal,hp:93|atk:90|def:101|spa:60|spd:81|spe:95
Perrserker,Steel,hp:70|atk:110|def:100|spa:50|spd:60|spe:50
Cursola,Ghost,hp:60|atk:95|def:50|spa:145|spd:130|spe:30
Runerigus,Ground|Ghost,hp:58|atk:95|def:145|spa:50|spd:105|spe:30
Milcery,Fairy,hp:45|atk:40|def:40|spa:50|spd:61|spe:34
Alcremie,Fairy,hp:65|atk:60|def:75|spa:110|spd:121|spe:64
Falinks,Fighting,hp:65|atk:100|def:100|spa:70|spd:60|spe:75
Pincurchin,Electric,hp:48|atk:101|def:95|spa:91|spd:85|spe:15
Snom,Ice|Bug,hp:30|atk:25|def:35|spa:45|spd:30|spe:20
Frosmoth,Ice|Bug,hp:70|atk:65|def:60|spa:125|spd:90|spe:65
Stonjourner,Rock,hp:100|atk:125|def:135|spa:20|spd:20|spe:70
Eiscue,Ice,hp:75|atk:80|def:110|spa:65|spd:90|spe:50
Indeedee,Psychic|Normal,hp:60|atk:65|def:55|spa:105|spd:95|spe:95
Morpeko,Electric|Dark,hp:58|atk:95|def:58|spa:70|spd:58|spe:97
Cufant,Steel,hp:72|atk:80|def:49|spa:40|spd:49|spe:40
Copperajah,Steel,hp:122|atk:130|def:69|spa:80|spd:69|spe:30
Dracozolt,Electric|Dragon,hp:90|atk:100|def:90|spa:80|spd:70|spe:75
Arctozolt,Electric|Ice,hp:90|atk:100|def:90|spa:90|spd:80|spe:55
Dracovish,Water|Dragon,hp:90|atk:90|def:100|spa:70|spd:80|spe:75
Arctovish,Water|Ice,hp:90|atk:90|def:100|spa:80|spd:90|spe:55
Duraludon,Steel|Dragon,hp:70|atk:95|def:115|spa:120|spd:50|spe:85
Dreepy,Dragon|Ghost,hp:28|atk:60|def:30|spa:40|spd:30|spe:82
Drakloak,Dragon|Ghost,hp:68|atk:80|def:50|spa:60|spd:50|spe:102
Dragapult,Dragon|Ghost,hp:88|atk:120|def:75|spa:100|spd:75|spe:142
Zacian,Fairy,hp:92|atk:120|def:115|spa:80|spd:115|spe:138
Zamazenta,Fighting,hp:92|atk:120|def:115|spa:80|spd:115|spe:138
Eternatus,Poison|Dragon,hp:140|atk:85|def:95|spa:145|spd:95|spe:130
Kubfu,Fighting,hp:60|atk:90|def:60|spa:53|spd:50|spe:72
Urshifu,Fighting|Dark,hp:100|atk:130|def:100|spa:63|spd:60|spe:97
Zarude,Dark|Grass,hp:105|atk:120|def:105|spa:70|spd:95|spe:105
Regieleki,Electric,hp:80|atk:100|def:50|spa:100|spd:50|spe:200
Regidrago,Dragon,hp:200|atk:100|def:50|spa:100|spd:50|spe:80
Glastrier,Ice,hp:100|atk:145|def:130|spa:65|spd:110|spe:30
Spectrier,Ghost,hp:100|atk:65|def:60|spa:145|spd:80|spe:130
Calyrex,Psychic|Grass,hp:100|atk:80|def:80|spa:80|spd:80|spe:80
Wyrdeer,Normal|Psychic,hp:103|atk:105|def:72|spa:105|spd:75|spe:65
Kleavor,Bug|Rock,hp:70|atk:130|def:95|spa:45|spd:75|spe:85
Ursaluna,Ground|Normal,hp:130|atk:140|def:105|spa:45|spd:80|spe:50
Basculegion,Water|Ghost,hp:120|atk:112|def:65|spa:80|spd:75|spe:78
Sneasler,Fighting|Poison,hp:80|atk:130|def:60|spa:40|spd:80|spe:120
Overqwil,Dark|Poison,hp:85|atk:115|def:95|spa:65|spd:65|spe:85
Enamorus,Fairy|Flying,hp:74|atk:115|def:70|spa:135|spd:80|spe:106
Sprigatito,Grass,hp:40|atk:61|def:54|spa:45|spd:45|spe:65
Floragato,Grass,hp:61|atk:80|def:63|spa:60|spd:63|spe:83
Meowscarada,Grass|Dark,hp:76|atk:110|def:70|spa:81|spd:70|spe:123
Fuecoco,Fire,hp:67|atk:45|def:59|spa:63|spd:40|spe:36
Crocalor,Fire,hp:81|atk:55|def:78|spa:90|spd:58|spe:49
Skeledirge,Fire|Ghost,hp:104|atk:75|def:100|spa:110|spd:75|spe:66
Quaxly,Water,hp:55|atk:65|def:45|spa:50|spd:45|spe:50
Quaxwell,Water,hp:70|atk:85|def:65|spa:65|spd:60|spe:65
Quaquaval,Water|Fighting,hp:85|atk:120|def:80|spa:85|spd:75|spe:85
Lechonk,Normal,hp:54|atk:45|def:40|spa:35|spd:45|spe:35
Oinkologne,Normal,hp:110|atk:100|def:75|spa:59|spd:80|spe:65
Tarountula,Bug,hp:35|atk:41|def:45|spa:29|spd:40|spe:20
Spidops,Bug,hp:60|atk:79|def:92|spa:52|spd:86|spe:35
Nymble,Bug,hp:33|atk:46|def:40|spa:21|spd:25|spe:45
Lokix,Bug|Dark,hp:71|atk:102|def:78|spa:52|spd:55|spe:92
Pawmi,Electric,hp:45|atk:50|def:20|spa:40|spd:25|spe:60
Pawmo,Electric|Fighting,hp:60|atk:75|def:40|spa:50|spd:40|spe:85
Pawmot,Electric|Fighting,hp:70|atk:115|def:70|spa:70|spd:60|spe:105
Tandemaus,Normal,hp:50|atk:50|def:45|spa:40|spd:45|spe:75
Maushold,Normal,hp:74|atk:75|def:70|spa:65|spd:75|spe:111
Fidough,Fairy,hp:37|atk:55|def:70|spa:30|spd:55|spe:65
Dachsbun,Fairy,hp:57|atk:80|def:115|spa:50|spd:80|spe:95
Smoliv,Grass|Normal,hp:41|atk:35|def:45|spa:58|spd:51|spe:30
Dolliv,Grass|Normal,hp:52|atk:53|def:60|spa:78|spd:78|spe:33
Arboliva,Grass|Normal,hp:78|atk:69|def:90|spa:125|spd:109|spe:39
Squawkabilly,Normal|Flying,hp:82|atk:96|def:51|spa:45|spd:51|spe:92
Nacli,Rock,hp:55|atk:55|def:75|spa:35|spd:35|spe:25
Naclstack,Rock,hp:60|atk:60|def:100|spa:35|spd:65|spe:35
Garganacl,Rock,hp:100|atk:100|def:130|spa:45|spd:90|spe:35
Charcadet,Fire,hp:40|atk:50|def:40|spa:50|spd:40|spe:35
Armarouge,Fire|Psychic,hp:85|atk:60|def:100|spa:125|spd:80|spe:75
Ceruledge,Fire|Ghost,hp:75|atk:125|def:80|spa:60|spd:100|spe:85
Tadbulb,Electric,hp:61|atk:31|def:41|spa:59|spd:35|spe:45
Bellibolt,Electric,hp:109|atk:64|def:91|spa:103|spd:83|spe:45
Wattrel,Electric|Flying,hp:40|atk:40|def:35|spa:55|spd:40|spe:70
Kilowattrel,Electric|Flying,hp:70|atk:70|def:60|spa:105|spd:60|spe:125
Maschiff,Dark,hp:60|atk:78|def:60|spa:40|spd:51|spe:51
Mabosstiff,Dark,hp:80|atk:120|def:90|spa:60|spd:70|spe:85
Shroodle,Poison|Normal,hp:40|atk:65|def:35|spa:40|spd:35|spe:75
Grafaiai,Poison|Normal,hp:63|atk:95|def:65|spa:80|spd:72|spe:110
Bramblin,Grass|Ghost,hp:40|atk:65|def:30|spa:45|spd:35|spe:60
Brambleghast,Grass|Ghost,hp:55|atk:115|def:70|spa:80|spd:70|spe:90
Toedscool,Ground|Grass,hp:40|atk:40|def:35|spa:50|spd:100|spe:70
Toedscruel,Ground|Grass,hp:80|atk:70|def:65|spa:80|spd:120|spe:100
Klawf,Rock,hp:70|atk:100|def:115|spa:35|spd:55|spe:75
Capsakid,Grass,hp:52|atk:62|def:40|spa:62|spd:40|spe:50
Scovillain,Grass|Fire,hp:65|atk:108|def:65|spa:108|spd:65|spe:75
Rellor,Bug,hp:41|atk:50|def:60|spa:31|spd:58|spe:30
Rabsca,Bug|Psychic,hp:75|atk:50|def:85|spa:115|spd:100|spe:45
Flittle,Psychic,hp:30|atk:35|def:30|spa:55|spd:30|spe:75
Espathra,Psychic,hp:95|atk:60|def:60|spa:101|spd:60|spe:105
Tinkatink,Fairy|Steel,hp:50|atk:45|def:45|spa:35|spd:64|spe:58
Tinkatuff,Fairy|Steel,hp:65|atk:55|def:55|spa:45|spd:82|spe:78
Tinkaton,Fairy|Steel,hp:85|atk:75|def:77|spa:70|spd:105|spe:94
Wiglett,Water,hp:10|atk:55|def:25|spa:35|spd:25|spe:95
Wugtrio,Water,hp:35|atk:100|def:50|spa:50|spd:70|spe:120
Bombirdier,Flying|Dark,hp:70|atk:103|def:85|spa:60|spd:85|spe:82
Finizen,Water,hp:70|atk:45|def:40|spa:45|spd:40|spe:75
Palafin,Water,hp:100|atk:70|def:72|spa:53|spd:62|spe:100
Varoom,Steel|Poison,hp:45|atk:70|def:63|spa:30|spd:45|spe:47
Revavroom,Steel|Poison,hp:80|atk:119|def:90|spa:54|spd:67|spe:90
Cyclizar,Dragon|Normal,hp:70|atk:95|def:65|spa:85|spd:65|spe:121
Orthworm,Steel,hp:70|atk:85|def:145|spa:60|spd:55|spe:65
Glimmet,Rock|Poison,hp:48|atk:35|def:42|spa:105|spd:60|spe:60
Glimmora,Rock|Poison,hp:83|atk:55|def:90|spa:130|spd:81|spe:86
Greavard,Ghost,hp:50|atk:61|def:60|spa:30|spd:55|spe:34
Houndstone,Ghost,hp:72|atk:101|def:100|spa:50|spd:97|spe:68
Flamigo,Flying|Fighting,hp:82|atk:115|def:74|spa:75|spd:64|spe:90
Cetoddle,Ice,hp:108|atk:68|def:45|spa:30|spd:40|spe:43
Cetitan,Ice,hp:170|atk:113|def:65|spa:45|spd:55|spe:73
Veluza,Water|Psychic,hp:90|atk:102|def:73|spa:78|spd:65|spe:70
Dondozo,Water,hp:150|atk:100|def:115|spa:65|spd:65|spe:35
Tatsugiri,Dragon|Water,hp:68|atk:50|def:60|spa:120|spd:95|spe:82
Annihilape,Fighting|Ghost,hp:110|atk:115|def:80|spa:50|spd:90|spe:90
Clodsire,Poison|Ground,hp:130|atk:75|def:60|spa:45|spd:100|spe:20
Farigiraf,Normal|Psychic,hp:120|atk:90|def:70|spa:110|spd:70|spe:60
Dudunsparce,Normal,hp:125|atk:100|def:80|spa:85|spd:75|spe:55
Kingambit,Dark|Steel,hp:100|atk:135|def:120|spa:60|spd:85|spe:50
Frigibax,Dragon|Ice,hp:65|atk:75|def:45|spa:35|spd:45|spe:55
Arctibax,Dragon|Ice,hp:90|atk:95|def:66|spa:45|spd:65|spe:62
Baxcalibur,Dragon|Ice,hp:115|atk:145|def:92|spa:75|spd:86|spe:87
Gimmighoul,Ghost,hp:45|atk:30|def:70|spa:75|spd:70|spe:10
Gholdengo,Steel|Ghost,hp:87|atk:60|def:95|spa:133|spd:91|spe:84
Koraidon,Fighting|Dragon,hp:100|atk:135|def:115|spa:85|spd:100|spe:135
Miraidon,Electric|Dragon,hp:100|atk:85|def:100|spa:135|spd:115|spe:135
Syclar,Ice|Bug,hp:40|atk:76|def:45|spa:74|spd:39|spe:91
Syclant,Ice|Bug,hp:70|atk:116|def:70|spa:114|spd:64|spe:121
Revenankh,Ghost|Fighting,hp:90|atk:105|def:90|spa:65|spd:110|spe:65
Embirch,Fire|Grass,hp:60|atk:40|def:55|spa:65|spd:40|spe:60
Flarelm,Fire|Grass,hp:90|atk:50|def:95|spa:75|spd:70|spe:40
Pyroak,Fire|Grass,hp:120|atk:70|def:105|spa:70|spd:65|spe:60
Breezi,Poison|Flying,hp:50|atk:46|def:69|spa:60|spd:50|spe:75
Fidgit,Poison|Ground,hp:95|atk:76|def:109|spa:90|spd:80|spe:105
Rebble,Rock,hp:45|atk:25|def:65|spa:75|spd:55|spe:80
Tactite,Rock,hp:70|atk:40|def:65|spa:100|spd:65|spe:95
Stratagem,Rock,hp:90|atk:60|def:65|spa:120|spd:70|spe:130
Privatyke,Water|Fighting,hp:65|atk:75|def:65|spa:40|spd:60|spe:45
Arghonaut,Water|Fighting,hp:105|atk:110|def:95|spa:70|spd:100|spe:75
Kitsunoh,Ghost|Steel,hp:80|atk:103|def:85|spa:55|spd:80|spe:110
Cyclohm,Electric|Dragon,hp:108|atk:60|def:118|spa:112|spd:70|spe:80
Colossoil,Ground|Dark,hp:133|atk:122|def:72|spa:71|spd:72|spe:95
Krilowatt,Electric|Water,hp:151|atk:84|def:73|spa:83|spd:74|spe:105
Voodoll,Normal|Dark,hp:55|atk:40|def:55|spa:75|spd:50|spe:70
Voodoom,Fighting|Dark,hp:90|atk:85|def:80|spa:130|spd:80|spe:110
Scratchet,Normal|Fighting,hp:55|atk:85|def:80|spa:20|spd:70|spe:40
Tomohawk,Flying|Fighting,hp:105|atk:60|def:90|spa:115|spd:80|spe:85
Necturine,Grass|Ghost,hp:49|atk:55|def:60|spa:50|spd:75|spe:51
Necturna,Grass|Ghost,hp:64|atk:120|def:100|spa:85|spd:120|spe:58
Mollux,Fire|Poison,hp:95|atk:45|def:83|spa:131|spd:105|spe:76
Cupra,Bug|Psychic,hp:50|atk:60|def:49|spa:67|spd:30|spe:44
Argalis,Bug|Psychic,hp:60|atk:90|def:89|spa:87|spd:40|spe:54
Aurumoth,Bug|Psychic,hp:110|atk:120|def:99|spa:117|spd:60|spe:94
Brattler,Dark|Grass,hp:80|atk:70|def:40|spa:20|spd:90|spe:30
Malaconda,Dark|Grass,hp:115|atk:100|def:60|spa:40|spd:130|spe:55
Cawdet,Steel|Flying,hp:35|atk:72|def:85|spa:40|spd:55|spe:88
Cawmodore,Steel|Flying,hp:50|atk:92|def:130|spa:65|spd:75|spe:118
Volkritter,Water|Fire,hp:60|atk:30|def:50|spa:80|spd:60|spe:70
Volkraken,Water|Fire,hp:100|atk:45|def:80|spa:135|spd:100|spe:95
Snugglow,Electric|Poison,hp:40|atk:37|def:79|spa:91|spd:68|spe:70
Plasmanta,Electric|Poison,hp:60|atk:57|def:119|spa:131|spd:98|spe:100
Floatoy,Water,hp:48|atk:70|def:40|spa:70|spd:30|spe:77
Caimanoe,Water|Steel,hp:73|atk:85|def:65|spa:80|spd:40|spe:87
Naviathan,Water|Steel,hp:103|atk:110|def:90|spa:95|spd:65|spe:97
Crucibelle,Rock|Poison,hp:106|atk:105|def:65|spa:75|spd:85|spe:104
Pluffle,Fairy,hp:74|atk:38|def:51|spa:65|spd:78|spe:49
Kerfluffle,Fairy|Fighting,hp:84|atk:78|def:86|spa:115|spd:88|spe:119
Pajantom,Dragon|Ghost,hp:84|atk:133|def:71|spa:51|spd:111|spe:101
Mumbao,Grass|Fairy,hp:55|atk:30|def:64|spa:87|spd:73|spe:66
Jumbao,Grass|Fairy,hp:92|atk:63|def:97|spa:124|spd:104|spe:96
Fawnifer,Grass,hp:49|atk:61|def:42|spa:52|spd:40|spe:76
Electrelk,Grass|Electric,hp:59|atk:81|def:67|spa:57|spd:55|spe:101
Caribolt,Grass|Electric,hp:84|atk:106|def:82|spa:77|spd:80|spe:106
Smogecko,Fire,hp:48|atk:66|def:43|spa:58|spd:48|spe:56
Smoguana,Fire|Ground,hp:68|atk:86|def:53|spa:68|spd:68|spe:76
